duration_sec,id
312,1000
376,1001
510,1002
270,1003
274,1004
265,1005
265,1006
877,1007
405,1008
746,1009
258,1010
294,1011
242,1012
482,1013
397,1014
655,1015
314,1016
245,1017
351,1018
297,1019
319,1020
259,1021
287,1022
243,1023
352,1024
288,1025
380,1026
312,1027
299,1028
202,1029
303,1030
715,1031
461,1032
1137,1033
729,1034
338,1035
799,1036
1360,1037
525,1038
1229,1039
680,1040
384,1041
583,1042
246,1043
308,1044
993,1045
969,1046
276,1047
360,1048
458,1049
1173,1050
670,1051
919,1052
502,1053
509,1054
697,1055
523,1056
333,1057
392,1058
415,1059
347,1060
435,1061
409,1062
419,1063
381,1064
434,1065
335,1066
487,1067
411,1068
455,1069
365,1070
374,1071
505,1072
291,1073
249,1074
310,1075
772,1076
550,1077
582,1078
886,1079
691,1080
419,1081
749,1082
484,1083
523,1084
452,1085
707,1086
1451,1087
574,1088
515,1089
511,1090
619,1091
406,1092
649,1093
532,1094
631,1095
655,1096
749,1097
1465,1098
1397,1099
749,1100
565,1101
664,1102
545,1103
375,1104
422,1105
464,1106
659,1107
428,1108
314,1109
130,1110
258,1111
1123,1112
1306,1113
865,1114
733,1115
974,1116
480,1117
320,1118
1166,1119
434,1120
247,1121
189,1122
271,1123
190,1124
317,1125
367,1126
482,1127
68,1128
1271,1129
1347,1130
664,1131
434,1132
296,1133
371,1134
359,1135
246,1136
401,1137
371,1138
317,1139
385,1140
602,1141
334,1142
381,1143
579,1144
347,1145
187,1146
516,1147
136,1148
441,1149
636,1150
748,1151
471,1152
755,1153
733,1154
997,1155
1360,1156
1183,1157
1250,1158
917,1159
1438,1160
1246,1161
418,1162
443,1163
663,1164
450,1165
667,1166
282,1167
397,1168
416,1169
512,1170
710,1171
725,1172
1111,1173
999,1174
688,1175
453,1176
801,1177
777,1178
524,1179
406,1180
872,1181
835,1182
1091,1183
973,1184
963,1185
1125,1186
464,1187
300,1188
425,1189
354,1190
1060,1191
683,1192
761,1193
626,1194
655,1195
970,1196
532,1197
193,1198
258,1199
260,1200
258,1201
157,1202
255,1203
177,1204
156,1205
342,1206
178,1207
255,1208
209,1209
225,1210
363,1211
225,1212
400,1213
143,1214
194,1215
176,1216
340,1217
183,1218
247,1219
273,1220
148,1221
150,1222
201,1223
170,1224
329,1225
165,1226
145,1227
262,1228
251,1229
192,1230
221,1231
238,1232
172,1233
201,1234
693,1235
155,1236
181,1237
370,1238
232,1239
319,1240
202,1241
248,1242
610,1243
550,1244
192,1245
191,1246
275,1247
184,1248
471,1249
361,1250
162,1251
218,1252
164,1253
181,1254
294,1255
856,1256
281,1257
245,1258
198,1259
568,1260
518,1261
568,1262
289,1263
533,1264
307,1265
986,1266
1258,1267
1258,1268
331,1269
324,1270
218,1271
292,1272
247,1273
296,1274
179,1275
198,1276
1043,1277
489,1278
394,1279
484,1280
513,1281
368,1282
659,1283
182,1284
214,1285
949,1286
630,1287
568,1288
426,1289
584,1290
438,1291
519,1292
666,1293
570,1294
680,1295
589,1296
608,1297
595,1298
672,1299
1139,1300
862,1301
882,1302
796,1303
1039,1304
944,1305
796,1306
872,1307
736,1308
994,1309
1012,1310
546,1311
639,1312
758,1313
684,1314
933,1315
913,1316
1055,1317
1222,1318
652,1319
645,1320
769,1321
681,1322
749,1323
705,1324
556,1325
659,1326
626,1327
1258,1328
658,1329
553,1330
858,1331
350,1332
393,1333
509,1334
976,1335
1179,1336
604,1337
565,1338
667,1339
1158,1340
242,1341
913,1342
255,1343
211,1344
519,1345
561,1346
1302,1347
953,1348
860,1349
1232,1350
1305,1351
499,1352
342,1353
556,1354
216,1355
146,1356
175,1357
448,1358
382,1359
571,1360
475,1361
355,1362
201,1363
240,1364
270,1365
820,1366
788,1367
729,1368
679,1369
333,1370
275,1371
550,1372
508,1373
729,1374
532,1375
517,1376
642,1377
343,1378
392,1379
313,1380
284,1381
425,1382
412,1383
477,1384
599,1385
404,1386
354,1387
528,1388
431,1389
383,1390
1055,1391
414,1392
554,1393
675,1394
1391,1395
1102,1396
906,1397
986,1398
926,1399
1140,1400
986,1401
709,1402
863,1403
374,1404
439,1405
647,1406
282,1407
537,1408
509,1409
308,1410
939,1411
449,1412
383,1413
604,1414
398,1415
150,1416
237,1417
275,1418
169,1419
183,1420
223,1421
700,1422
742,1423
712,1424
172,1425
1037,1426
889,1427
227,1428
436,1429
308,1430
1066,1431
959,1432
417,1433
415,1434
481,1435
653,1436
537,1437
476,1438
1376,1439
491,1440
423,1441
894,1442
508,1443
1177,1444
836,1445
619,1446
618,1447
688,1448
649,1449
1282,1450
839,1451
594,1452
817,1453
322,1454
385,1455
298,1456
224,1457
266,1458
198,1459
273,1460
337,1461
393,1462
346,1463
274,1464
342,1465
327,1466
380,1467
452,1468
450,1469
1003,1470
948,1471
900,1472
1006,1473
930,1474
865,1475
942,1476
915,1477
903,1478
913,1479
836,1480
905,1481
677,1482
951,1483
813,1484
951,1485
895,1486
906,1487
861,1488
852,1489
909,1490
899,1491
569,1492
494,1493
1245,1494
760,1495
357,1496
434,1497
899,1498
221,1499
261,1500
338,1501
321,1502
411,1503
391,1504
814,1505
1301,1506
962,1507
509,1508
1143,1509
989,1510
1174,1511
132,1512
130,1513
287,1514
281,1515
548,1516
474,1517
497,1518
350,1519
335,1520
426,1521
448,1522
371,1523
377,1524
420,1525
612,1526
625,1527
414,1528
409,1529
541,1530
677,1531
483,1532
454,1533
665,1534
933,1535
1269,1536
796,1537
743,1538
563,1539
685,1540
779,1541
748,1542
818,1543
235,1544
355,1545
323,1546
379,1547
369,1548
399,1549
458,1550
191,1551
209,1552
188,1553
227,1554
524,1555
231,1556
90,1557
487,1558
552,1559
344,1560
385,1561
380,1562
410,1563
349,1564
339,1565
356,1566
497,1567
384,1568
358,1569
315,1570
282,1571
339,1572
365,1573
357,1574
337,1575
316,1576
310,1577
348,1578
285,1579
417,1580
361,1581
334,1582
235,1583
149,1584
233,1585
129,1586
215,1587
123,1588
148,1589
1031,1590
345,1591
374,1592
418,1593
322,1594
302,1595
469,1596
422,1597
423,1598
377,1599
475,1600
345,1601
373,1602
498,1603
531,1604
512,1605
431,1606
936,1607
1088,1608
959,1609
851,1610
821,1611
730,1612
967,1613
372,1614
895,1615
247,1616
283,1617
270,1618
465,1619
261,1620
413,1621
208,1622
310,1623
368,1624
235,1625
248,1626
363,1627
370,1628
1279,1629
505,1630
232,1631
198,1632
425,1633
459,1634
1351,1635
756,1636
970,1637
500,1638
234,1639
246,1640
216,1641
396,1642
188,1643
380,1644
277,1645
273,1646
477,1647
239,1648
269,1649
335,1650
348,1651
440,1652
336,1653
180,1654
276,1655
250,1656
261,1657
275,1658
544,1659
236,1660
253,1661
264,1662
297,1663
737,1664
476,1665
1064,1666
249,1667
184,1668
206,1669
255,1670
306,1671
217,1672
197,1673
262,1674
241,1675
219,1676
245,1677
526,1678
313,1679
458,1680
483,1681
316,1682
329,1683
273,1684
293,1685
307,1686
400,1687
277,1688
311,1689
317,1690
296,1691
451,1692
329,1693
407,1694
476,1695
353,1696
416,1697
308,1698
1159,1699
608,1700
503,1701
546,1702
663,1703
665,1704
670,1705
629,1706
511,1707
621,1708
587,1709
563,1710
560,1711
479,1712
690,1713
613,1714
279,1715
651,1716
759,1717
838,1718
856,1719
321,1720
294,1721
343,1722
470,1723
205,1724
206,1725
174,1726
231,1727
587,1728
1153,1729
1179,1730
864,1731
1025,1732
505,1733
480,1734
522,1735
489,1736
451,1737
608,1738
387,1739
430,1740
611,1741
474,1742
517,1743
584,1744
501,1745
371,1746
403,1747
418,1748
499,1749
567,1750
549,1751
558,1752
426,1753
308,1754
425,1755
484,1756
445,1757
354,1758
439,1759
485,1760
729,1761
302,1762
319,1763
394,1764
516,1765
327,1766
288,1767
416,1768
741,1769
469,1770
381,1771
355,1772
402,1773
491,1774
270,1775
401,1776
260,1777
569,1778
121,1779
114,1780
139,1781
146,1782
103,1783
1096,1784
924,1785
66,1786
172,1787
412,1788
84,1789
931,1790
284,1791
268,1792
806,1793
232,1794
260,1795
312,1796
299,1797
270,1798
246,1799
253,1800
444,1801
246,1802
321,1803
285,1804
253,1805
253,1806
214,1807
329,1808
165,1809
205,1810
233,1811
273,1812
268,1813
225,1814
189,1815
215,1816
294,1817
369,1818
355,1819
381,1820
301,1821
342,1822
378,1823
376,1824
356,1825
485,1826
354,1827
525,1828
318,1829
456,1830
442,1831
375,1832
348,1833
333,1834
397,1835
370,1836
379,1837
413,1838
287,1839
301,1840
118,1841
173,1842
629,1843
518,1844
534,1845
409,1846
374,1847
378,1848
454,1849
345,1850
1286,1851
583,1852
471,1853
446,1854
475,1855
672,1856
616,1857
556,1858
1076,1859
648,1860
710,1861
495,1862
833,1863
860,1864
934,1865
816,1866
647,1867
927,1868
987,1869
1465,1870
1460,1871
598,1872
679,1873
628,1874
363,1875
377,1876
285,1877
275,1878
392,1879
364,1880
327,1881
449,1882
224,1883
793,1884
731,1885
1457,1886
833,1887
811,1888
1007,1889
1231,1890
578,1891
565,1892
669,1893
590,1894
656,1895
166,1896
250,1897
256,1898
204,1899
151,1900
178,1901
186,1902
236,1903
193,1904
252,1905
193,1906
357,1907
183,1908
387,1909
336,1910
291,1911
473,1912
267,1913
980,1914
991,1915
404,1916
681,1917
385,1918
526,1919
426,1920
538,1921
563,1922
257,1923
269,1924
253,1925
237,1926
208,1927
277,1928
307,1929
320,1930
196,1931
284,1932
325,1933
340,1934
319,1935
301,1936
403,1937
510,1938
267,1939
389,1940
309,1941
364,1942
575,1943
547,1944
746,1945
447,1946
1115,1947
672,1948
886,1949
241,1950
259,1951
234,1952
248,1953
357,1954
224,1955
240,1956
327,1957
236,1958
397,1959
442,1960
384,1961
468,1962
403,1963
1180,1964
491,1965
486,1966
607,1967
1296,1968
643,1969
726,1970
544,1971
406,1972
348,1973
326,1974
531,1975
366,1976
813,1977
264,1978
849,1979
673,1980
303,1981
287,1982
683,1983
635,1984
453,1985
318,1986
295,1987
327,1988
294,1989
284,1990
283,1991
247,1992
353,1993
397,1994
261,1995
338,1996
506,1997
209,1998
264,1999
256,2000
432,2001
234,2002
240,2003
253,2004
235,2005
226,2006
209,2007
212,2008
233,2009
197,2010
198,2011
164,2012
228,2013
189,2014
143,2015
212,2016
173,2017
204,2018
216,2019
597,2020
579,2021
947,2022
895,2023
955,2024
466,2025
481,2026
343,2027
756,2028
368,2029
322,2030
898,2031
846,2032
823,2033
567,2034
1110,2035
680,2036
355,2037
496,2038
512,2039
399,2040
476,2041
338,2042
380,2043
344,2044
473,2045
452,2046
504,2047
556,2048
416,2049
419,2050
538,2051
451,2052
469,2053
501,2054
461,2055
1153,2056
1242,2057
224,2058
430,2059
281,2060
331,2061
239,2062
342,2063
337,2064
356,2065
227,2066
422,2067
1425,2068
1329,2069
578,2070
719,2071
935,2072
796,2073
244,2074
283,2075
237,2076
266,2077
275,2078
223,2079
255,2080
191,2081
245,2082
264,2083
332,2084
292,2085
980,2086
455,2087
346,2088
391,2089
605,2090
388,2091
487,2092
410,2093
871,2094
498,2095
429,2096
440,2097
394,2098
313,2099
417,2100
339,2101
209,2102
188,2103
177,2104
355,2105
211,2106
226,2107
308,2108
480,2109
396,2110
573,2111
529,2112
1346,2113
1406,2114
1394,2115
452,2116
856,2117
668,2118
837,2119
332,2120
1024,2121
267,2122
172,2123
170,2124
168,2125
594,2126
230,2127
206,2128
1151,2129
845,2130
991,2131
1036,2132
674,2133
461,2134
687,2135
1318,2136
886,2137
593,2138
1148,2139
935,2140
696,2141
681,2142
806,2143
252,2144
210,2145
164,2146
410,2147
446,2148
688,2149
427,2150
443,2151
1369,2152
245,2153
1349,2154
276,2155
375,2156
508,2157
385,2158
533,2159
453,2160
1068,2161
543,2162
951,2163
338,2164
316,2165
1005,2166
306,2167
253,2168
1405,2169
718,2170
586,2171
1048,2172
908,2173
92,2174
147,2175
782,2176
777,2177
321,2178
312,2179
771,2180
354,2181
446,2182
319,2183
354,2184
234,2185
290,2186
389,2187
438,2188
492,2189
861,2190
653,2191
493,2192
609,2193
1313,2194
1246,2195
1082,2196
796,2197
1292,2198
263,2199
351,2200
474,2201
429,2202
285,2203
179,2204
161,2205
253,2206
199,2207
125,2208
203,2209
213,2210
158,2211
188,2212
226,2213
141,2214
171,2215
393,2216
772,2217
323,2218
322,2219
230,2220
244,2221
251,2222
882,2223
179,2224
223,2225
220,2226
255,2227
334,2228
245,2229
252,2230
278,2231
797,2232
723,2233
521,2234
855,2235
911,2236
781,2237
1152,2238
1120,2239
1013,2240
998,2241
1011,2242
1053,2243
562,2244
1182,2245
962,2246
862,2247
740,2248
909,2249
705,2250
1468,2251
1466,2252
912,2253
693,2254
874,2255
1002,2256
806,2257
1285,2258
786,2259
1005,2260
746,2261
789,2262
183,2263
214,2264
977,2265
859,2266
1147,2267
604,2268
478,2269
430,2270
495,2271
452,2272
409,2273
386,2274
507,2275
380,2276
503,2277
594,2278
908,2279
674,2280
258,2281
151,2282
252,2283
996,2284
127,2285
1257,2286
351,2287
438,2288
145,2289
99,2290
159,2291
112,2292
156,2293
133,2294
369,2295
420,2296
1000,2297
343,2298
99,2299
163,2300
901,2301
560,2302
538,2303
681,2304
643,2305
516,2306
541,2307
1406,2308
470,2309
356,2310
654,2311
377,2312
615,2313
466,2314
427,2315
506,2316
499,2317
426,2318
425,2319
481,2320
902,2321
464,2322
505,2323
1320,2324
417,2325
398,2326
400,2327
808,2328
626,2329
1350,2330
618,2331
458,2332
747,2333
1188,2334
921,2335
638,2336
461,2337
397,2338
679,2339
444,2340
484,2341
523,2342
428,2343
401,2344
1258,2345
266,2346
611,2347
840,2348
745,2349
812,2350
932,2351
880,2352
835,2353
488,2354
655,2355
594,2356
543,2357
405,2358
659,2359
308,2360
217,2361
306,2362
337,2363
523,2364
490,2365
389,2366
441,2367
332,2368
443,2369
357,2370
308,2371
402,2372
399,2373
389,2374
419,2375
367,2376
1127,2377
838,2378
610,2379
324,2380
289,2381
274,2382
235,2383
283,2384
238,2385
220,2386
99,2387
123,2388
385,2389
96,2390
681,2391
1099,2392
150,2393
65,2394
156,2395
162,2396
160,2397
114,2398
170,2399
169,2400
154,2401
249,2402
342,2403
407,2404
248,2405
254,2406
225,2407
581,2408
517,2409
1141,2410
1184,2411
1444,2412
1392,2413
1073,2414
1262,2415
1188,2416
824,2417
1027,2418
848,2419
1256,2420
831,2421
770,2422
772,2423
1401,2424
1427,2425
1469,2426
1144,2427
1361,2428
1309,2429
1109,2430
1388,2431
1199,2432
1332,2433
596,2434
1467,2435
1240,2436
107,2437
153,2438
214,2439
187,2440
252,2441
200,2442
255,2443
207,2444
253,2445
212,2446
205,2447
246,2448
204,2449
243,2450
208,2451
213,2452
748,2453
1410,2454
794,2455
495,2456
539,2457
554,2458
720,2459
1123,2460
636,2461
901,2462
970,2463
520,2464
689,2465
972,2466
473,2467
525,2468
425,2469
370,2470
494,2471
479,2472
466,2473
632,2474
469,2475
481,2476
618,2477
632,2478
715,2479
526,2480
1108,2481
1315,2482
873,2483
1077,2484
605,2485
504,2486
171,2487
359,2488
299,2489
211,2490
251,2491
491,2492
537,2493
436,2494
706,2495
977,2496
1386,2497
504,2498
360,2499
445,2500
382,2501
987,2502
402,2503
439,2504
1107,2505
735,2506
381,2507
511,2508
979,2509
821,2510
1227,2511
1041,2512
1132,2513
788,2514
609,2515
676,2516
1394,2517
1218,2518
847,2519
1276,2520
873,2521
718,2522
820,2523
237,2524
198,2525
196,2526
263,2527
137,2528
378,2529
185,2530
250,2531
390,2532
368,2533
360,2534
368,2535
634,2536
408,2537
427,2538
552,2539
959,2540
972,2541
470,2542
448,2543
583,2544
742,2545
572,2546
1365,2547
730,2548
1416,2549
431,2550
447,2551
500,2552
544,2553
310,2554
451,2555
383,2556
232,2557
267,2558
113,2559
143,2560
145,2561
104,2562
200,2563
182,2564
568,2565
293,2566
187,2567
173,2568
219,2569
184,2570
200,2571
248,2572
215,2573
188,2574
267,2575
257,2576
957,2577
193,2578
947,2579
234,2580
231,2581
161,2582
119,2583
464,2584
187,2585
540,2586
245,2587
280,2588
1233,2589
891,2590
850,2591
1120,2592
488,2593
607,2594
147,2595
276,2596
1156,2597
470,2598
371,2599
348,2600
257,2601
440,2602
393,2603
372,2604
183,2605
163,2606
1170,2607
438,2608
448,2609
1100,2610
978,2611
866,2612
550,2613
566,2614
838,2615
1330,2616
1382,2617
1276,2618
1297,2619
1155,2620
788,2621
863,2622
1114,2623
590,2624
661,2625
782,2626
1371,2627
1075,2628
1071,2629
969,2630
727,2631
1269,2632
1161,2633
1015,2634
875,2635
1127,2636
955,2637
809,2638
789,2639
1119,2640
662,2641
589,2642
884,2643
1222,2644
1242,2645
1350,2646
813,2647
739,2648
434,2649
358,2650
452,2651
1066,2652
486,2653
953,2654
918,2655
1172,2656
667,2657
672,2658
490,2659
1372,2660
426,2661
789,2662
620,2663
997,2664
735,2665
674,2666
629,2667
1026,2668
718,2669
771,2670
1070,2671
1150,2672
1377,2673
1110,2674
582,2675
550,2676
657,2677
590,2678
456,2679
533,2680
191,2681
178,2682
202,2683
161,2684
460,2685
415,2686
460,2687
446,2688
1196,2689
1107,2690
803,2691
484,2692
503,2693
537,2694
749,2695
408,2696
386,2697
263,2698
325,2699
300,2700
366,2701
317,2702
381,2703
250,2704
303,2705
249,2706
919,2707
756,2708
616,2709
790,2710
393,2711
353,2712
281,2713
314,2714
1046,2715
713,2716
672,2717
735,2718
691,2719
800,2720
729,2721
638,2722
777,2723
690,2724
664,2725
776,2726
329,2727
290,2728
390,2729
634,2730
264,2731
390,2732
253,2733
311,2734
440,2735
347,2736
709,2737
373,2738
363,2739
374,2740
803,2741
1117,2742
1019,2743
1248,2744
1128,2745
758,2746
410,2747
848,2748
1067,2749
728,2750
725,2751
833,2752
612,2753
698,2754
948,2755
935,2756
851,2757
773,2758
703,2759
767,2760
1196,2761
403,2762
728,2763
478,2764
556,2765
502,2766
556,2767
554,2768
543,2769
597,2770
531,2771
497,2772
464,2773
493,2774
411,2775
530,2776
499,2777
618,2778
481,2779
520,2780
572,2781
857,2782
465,2783
590,2784
505,2785
486,2786
520,2787
508,2788
524,2789
539,2790
495,2791
430,2792
516,2793
569,2794
552,2795
425,2796
330,2797
279,2798
292,2799
259,2800
377,2801
429,2802
362,2803
366,2804
407,2805
442,2806
360,2807
384,2808
714,2809
264,2810
239,2811
270,2812
424,2813
482,2814
330,2815
256,2816
824,2817
1205,2818
1272,2819
285,2820
522,2821
152,2822
187,2823
170,2824
137,2825
170,2826
146,2827
944,2828
120,2829
107,2830
775,2831
1067,2832
1238,2833
1054,2834
807,2835
1261,2836
1338,2837
1028,2838
1392,2839
553,2840
